"Census Profile, 2021 Census of Population"
,,,"Kingston [Census metropolitan area], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 54700,"", 61350,"", 48640,"", 54700,"", 61350,"", 48640,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",,138465,"", 66165,"", 72295,"",   96.6,"",   96.2,"",   97.0,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 45840,"", 50400,"", 41600,"", 45840,"", 50400,"", 41600,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",,124775,"", 60330,"", 64450,"",   87.1,"",   87.7,"",   86.5,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 49920,"", 57750,"", 42560,"", 49920,"", 57750,"", 42560,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 98720,"", 49690,"", 49035,"",   68.9,"",   72.3,"",   65.8,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 46480,"", 51250,"", 41640,"", 46480,"", 51250,"", 41640,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",,125085,"", 58765,"", 66320,"",   87.3,"",   85.5,"",   89.0,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10760,"",  9790,"", 11620,"", 10760,"",  9790,"", 11620,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 11310,"",  5190,"",  6120,"",    7.9,"",    7.5,"",    8.2,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6600,"",  6205,"",  6940,"",  6600,"",  6205,"",  6940,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 34790,"", 16245,"", 18545,"",   24.3,"",   23.6,"",   24.9,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  8750,"",  8620,"",  8860,"",  8750,"",  8620,"",  8860,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12,143265,"", 68755,"", 74505,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 46080,"", 24810,"", 21270,"",   32.2,"",   36.1,"",   28.5,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 64000,"", 68000,"", 60000,"", 64000,"", 68000,"", 60000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 74800,"", 79900,"", 68800,"", 74800,"", 79900,"", 68800,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 37975,"", 17180,"", 20795,"",   26.5,"",   25.0,"",   27.9,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 16400,"", 17000,"", 15700,"", 16400,"", 17000,"", 15700,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 24840,"", 26760,"", 23240,"", 24840,"", 26760,"", 23240,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   82.2,"",   85.8,"",   78.0,"",   82.2,"",   85.8,"",   78.0,"",
"Income of individuals in 2020","    Employment income (%)",19,   60.6,"",   62.7,"",   58.1,"",   60.6,"",   62.7,"",   58.1,"",
"Income of individuals in 2020","  Government transfers (%)",20,   17.8,"",   14.2,"",   22.0,"",   17.8,"",   14.2,"",   22.0,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.0,"",    0.8,"",    1.2,"",    1.0,"",    0.8,"",    1.2,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    4.7,"",    3.8,"",    5.6,"",    4.7,"",    3.8,"",    5.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    4.0,"",    3.5,"",    4.7,"",    4.0,"",    3.5,"",    4.7,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21,143280,"", 68775,"", 74510,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  4775,"",  2540,"",  2235,"",    3.3,"",    3.7,"",    3.0,"",
"Income of individuals in 2020","  With total income",,138510,"", 66235,"", 72275,"",   96.7,"",   96.3,"",   97.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 10320,"",  4665,"",  5650,"",    7.5,"",    7.0,"",    7.8,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 16470,"",  6885,"",  9580,"",   11.9,"",   10.4,"",   13.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 19995,"",  8455,"", 11545,"",   14.4,"",   12.8,"",   16.0,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 17770,"",  7790,"",  9985,"",   12.8,"",   11.8,"",   13.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 15570,"",  7070,"",  8500,"",   11.2,"",   10.7,"",   11.8,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 13050,"",  6010,"",  7045,"",    9.4,"",    9.1,"",    9.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 10830,"",  5430,"",  5400,"",    7.8,"",    8.2,"",    7.5,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  8410,"",  4585,"",  3830,"",    6.1,"",    6.9,"",    5.3,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  6265,"",  3540,"",  2725,"",    4.5,"",    5.3,"",    3.8,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  5050,"",  2765,"",  2280,"",    3.6,"",    4.2,"",    3.2,"",
"Income of individuals in 2020","    $100,000 and over",, 14780,"",  9040,"",  5740,"",   10.7,"",   13.6,"",    7.9,"",
"Income of individuals in 2020","      $100,000 to $149,999",, 10110,"",  5925,"",  4190,"",    7.3,"",    8.9,"",    5.8,"",
"Income of individuals in 2020","      $150,000 and over",,  4670,"",  3110,"",  1555,"",    3.4,"",    4.7,"",    2.2,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22,143280,"", 68775,"", 74510,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  4730,"",  2510,"",  2220,"",    3.3,"",    3.6,"",    3.0,"",
"Income of individuals in 2020","  With after-tax income",,138555,"", 66265,"", 72290,"",   96.7,"",   96.4,"",   97.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 11045,"",  4845,"",  6195,"",    8.0,"",    7.3,"",    8.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 17220,"",  7210,"", 10015,"",   12.4,"",   10.9,"",   13.9,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 22665,"",  9720,"", 12945,"",   16.4,"",   14.7,"",   17.9,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 21095,"",  9495,"", 11605,"",   15.2,"",   14.3,"",   16.1,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 17900,"",  8200,"",  9700,"",   12.9,"",   12.4,"",   13.4,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 14480,"",  7150,"",  7335,"",   10.5,"",   10.8,"",   10.1,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 10540,"",  5765,"",  4770,"",    7.6,"",    8.7,"",    6.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  7470,"",  4110,"",  3355,"",    5.4,"",    6.2,"",    4.6,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  5410,"",  2900,"",  2510,"",    3.9,"",    4.4,"",    3.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3210,"",  1920,"",  1290,"",    2.3,"",    2.9,"",    1.8,"",
"Income of individuals in 2020","    $100,000 and over",,  7515,"",  4945,"",  2570,"",    5.4,"",    7.5,"",    3.6,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3860,"",  2440,"",  1420,"",    2.8,"",    3.7,"",    2.0,"",
"Income of individuals in 2020","      $125,000 and over",,  3655,"",  2505,"",  1150,"",    2.6,"",    3.8,"",    1.6,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19,143280,"", 68775,"", 74510,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 44565,"", 18930,"", 25630,"",   31.1,"",   27.5,"",   34.4,"",
"Income of individuals in 2020","  With employment income",, 98720,"", 49845,"", 48875,"",   68.9,"",   72.5,"",   65.6,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",, 16730,"",  8290,"",  8440,"",   16.9,"",   16.6,"",   17.3,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  7900,"",  3515,"",  4390,"",    8.0,"",    7.1,"",    9.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11375,"",  5130,"",  6245,"",   11.5,"",   10.3,"",   12.8,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  8660,"",  4130,"",  4530,"",    8.8,"",    8.3,"",    9.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  8715,"",  4200,"",  4510,"",    8.8,"",    8.4,"",    9.2,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8010,"",  3775,"",  4235,"",    8.1,"",    7.6,"",    8.7,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7800,"",  3685,"",  4115,"",    7.9,"",    7.4,"",    8.4,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6610,"",  3570,"",  3035,"",    6.7,"",    7.2,"",    6.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  5230,"",  3040,"",  2190,"",    5.3,"",    6.1,"",    4.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4140,"",  2400,"",  1740,"",    4.2,"",    4.8,"",    3.6,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3835,"",  1985,"",  1850,"",    3.9,"",    4.0,"",    3.8,"",
"Income of individuals in 2020","    $100,000 and over",,  9720,"",  6125,"",  3600,"",    9.8,"",   12.3,"",    7.4,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4790,"",  2830,"",  1960,"",    4.9,"",    5.7,"",    4.0,"",
"Income of individuals in 2020","      $125,000 and over",,  4930,"",  3295,"",  1635,"",    5.0,"",    6.6,"",    3.3,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23,143285,"", 68775,"", 74510,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",,136175,"", 65005,"", 71165,"",   95.0,"",   94.5,"",   95.5,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 40800,"", 46400,"", 36800,"", 40800,"", 46400,"", 36800,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",,136235,"", 65010,"", 71220,"",   95.1,"",   94.5,"",   95.6,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 36800,"", 41200,"", 33600,"", 36800,"", 41200,"", 33600,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",,123490,"", 59650,"", 63840,"",   86.2,"",   86.7,"",   85.7,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 38000,"", 44400,"", 32400,"", 38000,"", 44400,"", 32400,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 99685,"", 50085,"", 49605,"",   69.6,"",   72.8,"",   66.6,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 36400,"", 40400,"", 32400,"", 36400,"", 40400,"", 32400,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",,118730,"", 55875,"", 62855,"",   82.9,"",   81.2,"",   84.4,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  4160,"",  1560,"",  6550,"",  4160,"",  1560,"",  6550,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  8870,"",  4060,"",  4810,"",    6.2,"",    5.9,"",    6.5,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5600,"",  5400,"",  5800,"",  5600,"",  5400,"",  5800,"",
